Country,ThsdUSD1000,Year,Code,Additional
სერბიამონტენეგრო,124.927,2001,4სხვა ქვეყნები,
სინგაპური,243.77231,2001,4სხვა ქვეყნები,
სირია,532.41475,2001,4სხვა ქვეყნები,
ტაილანდი,23.24152,2001,4სხვა ქვეყნები,
ფილიპინები,19.72489,2001,4სხვა ქვეყნები,
შვეიცარია,15459.61829,2001,4სხვა ქვეყნები,
შრილანკა,1.1,2001,4სხვა ქვეყნები,
ჩინეთი,1045.05163,2001,1ჩინეთი,
ჰონკონგი,0.71947,2001,4სხვა ქვეყნები,
ავსტრია,471.07609,2002,4სხვა ქვეყნები,
ბელგია,1307.84033,2002,4სხვა ქვეყნები,
ბულგარეთი,138.2863,2002,4სხვა ქვეყნები,
გერმანია,5399.71289,2002,4სხვა ქვეყნები,
დანია,316.39411,2002,4სხვა ქვეყნები,
ესპანეთი,681.41032,2002,4სხვა ქვეყნები,
ესტონეთი,55.38558,2002,4სხვა ქვეყნები,
ირლანდია,119.62748,2002,4სხვა ქვეყნები,
იტალია,7566.78835,2002,4სხვა ქვეყნები,
კვიპროსი,87.61072,2002,4სხვა ქვეყნები,
ლატვია,423.15883,2002,4სხვა ქვეყნები,
ლიეტუვა (ლიტვა),1627.84857,2002,4სხვა ქვეყნები,
მალტა,27.545,2002,4სხვა ქვეყნები,
ნიდერლანდები,4377.84476,2002,4სხვა ქვეყნები,
პოლონეთი,1020.87774,2002,4სხვა ქვეყნები,
პორტუგალია,96.40018,2002,4სხვა ქვეყნები,
რუმინეთი,72.52351,2002,4სხვა ქვეყნები,
საბერძნეთი,2877.83829,2002,4სხვა ქვეყნები,
საფრანგეთი,3030.3549,2002,4სხვა ქვეყნები,
უნგრეთი,108.63872,2002,4სხვა ქვეყნები,
შვედეთი,15.22827,2002,4სხვა ქვეყნები,
ჩეხეთი,842.21939,2002,4სხვა ქვეყნები,
აზერბაიჯანი,29171.69926,2002,3აზერბაიჯანი,
ბელარუსი,2441.92642,2002,4სხვა ქვეყნები,
თურქმენეთი,36733.80592,2002,4სხვა ქვეყნები,
მოლდოვა,130.72466,2002,4სხვა ქვეყნები,
რუსეთი,61048.46549,2002,2რუსეთი,
სომხეთი,20142.21346,2002,4სხვა ქვეყნები,
ტაჯიკეთი,521.77444,2002,4სხვა ქვეყნები,
უზბეკეთი,2567.66283,2002,4სხვა ქვეყნები,
უკრაინა,12691.70116,2002,4სხვა ქვეყნები,
ყაზახეთი,2970.19071,2002,4სხვა ქვეყნები,
ყირგიზეთი,77.77976,2002,4სხვა ქვეყნები,
ავსტრალია,50.85,2002,4სხვა ქვეყნები,
ავღანეთი,126.683,2002,4სხვა ქვეყნები,
არაბთა გაერთიანებული საამიროები,2064.98947,2002,4სხვა ქვეყნები,
აშშ,13453.42445,2002,4სხვა ქვეყნები,
ახალი ზელანდია,2.99446,2002,4სხვა ქვეყნები,
ბანგლადეში,1.0347,2002,4სხვა ქვეყნები,
ბაჰრეინი,0.1,2002,4სხვა ქვეყნები,
ბელიზი,184.6936,2002,4სხვა ქვეყნები,
ბოლივია,148.9,2002,4სხვა ქვეყნები,
ბოტსვანა,18.94809,2002,4სხვა ქვეყნები,
ბუტანი,10.8,2002,4სხვა ქვეყნები,
გაერთიანებული სამეფო,32766.64954,2002,4სხვა ქვეყნები,
გამბია,2445.56002,2002,4სხვა ქვეყნები,
გვინეა,28.457,2002,4სხვა ქვეყნები,
გიბრალტარი,4782.52413,2002,4სხვა ქვეყნები,
ეგვიპტე,19.71276,2002,4სხვა ქვეყნები,
ეკვადორი,8.4,2002,4სხვა ქვეყნები,
ვიეტნამი,3.2,2002,4სხვა ქვეყნები,
თურქეთი,53739.25144,2002,4სხვა ქვეყნები,
იაპონია,690.89768,2002,4სხვა ქვეყნები,
ინდოეთი,2125.02346,2002,4სხვა ქვეყნები,
ინდონეზია,50.36117,2002,4სხვა ქვეყნები,
იორდანია,41.3,2002,4სხვა ქვეყნები,
ირანი,3316.44938,2002,4სხვა ქვეყნები,
ისრაელი,778.44381,2002,4სხვა ქვეყნები,
კანადა,73.16291,2002,4სხვა ქვეყნები,
"კორეა, რესპუბლიკა",1542.37449,2002,4სხვა ქვეყნები,
"კორეა, სახალხო დემოკრატიული რესპუბლიკა",43.2,2002,4სხვა ქვეყნები,
ლიბანი,193.39148,2002,4სხვა ქვეყნები,
ლიბერია,4.42832,2002,4სხვა ქვეყნები,
მალაიზია,0.2,2002,4სხვა ქვეყნები,
მექსიკა,4.68807,2002,4სხვა ქვეყნები,
მონღოლეთი,437.60858,2002,4სხვა ქვეყნები,
ნორვეგია,2.57916,2002,4სხვა ქვეყნები,
პანამა,666.17795,2002,4სხვა ქვეყნები,
პერუ,6,2002,4სხვა ქვეყნები,
სამხრეთი აფრიკა,8.55984,2002,4სხვა ქვეყნები,
სანმარინო,0.8366,2002,4სხვა ქვეყნები,
საუდების არაბეთი,2.872,2002,4სხვა ქვეყნები,
სერბიამონტენეგრო,18.05,2002,4სხვა ქვეყნები,
სინგაპური,231.16557,2002,4სხვა ქვეყნები,
სირია,595.10635,2002,4სხვა ქვეყნები,
